Var2|Var4|Var6
821.179948282992|976.57186935632|459.522637062144
822.454561237967|975.162870241649|459.424695077003
822.531809074856|976.861752435746|460.6529686522
821.95835251676|977.49614768487|459.934884504447
822.137794295397|976.54510297329|459.18282730745
821.748772151827|978.179663094739|463.006823236092
821.290371927324|974.056073342298|457.276877371503
822.989803513633|976.257543457822|458.708623417394
820.646153855792|976.5047534637|459.601897381586
820.45761780619|976.643883026858|461.823084748448
823.021227494813|978.625515088859|459.62453952651
822.322949507413|978.66081062076|460.008259721041
823.78865961446|976.833559111326|459.477762379581
822.467158314838|976.427643971757|459.074191958053
822.550883508448|975.91815617285|460.726042422425
820.814657447765|976.564131350149|460.255603675783
822.189434999288|975.910409229598|460.203699654648
820.180278868715|976.965496502036|462.195564180075
823.139865350534|977.620231074043|459.71532706114
823.736589611822|976.938675654321|458.241623255502
823.354681679812|977.553459869991|460.934797323426
823.475524221985|979.178133730852|458.919387530422
822.609512606274|977.702257442056|461.297252902266
821.854765630829|977.248024558356|460.150596725207
823.929262217102|976.416838907963|459.923218666402
821.682801647074|974.85920056847|460.999437818552
822.842663371416|977.010952216011|459.201949369698
821.035564704896|977.057377921125|460.482995162179
824.448901669275|976.862587388899|460.495158803678
823.140698395216|972.962747412376|458.233815229217
822.473447505324|976.401711500588|457.907724262369
824.947033404991|974.845573724869|458.860968282697
822.714284467679|975.327836217678|458.26097791997
822.700159193261|975.493572029993|460.099982303392
823.304908404855|976.814859843539|460.584873751163
822.635928469207|976.93643048105|460.817296448859
822.907016801589|975.7239896427|460.27411400048
824.022999438656|979.201421198217|459.051516808636
823.657478926255|976.549109582386|459.553874419006
821.467171587134|976.656598112967|460.379321496475
823.689610343903|975.725630596942|459.060251569988
824.770936983511|974.781003622542|459.003233313795
823.274692783543|975.906683600349|459.219801228212
820.481390154695|975.734786086866|461.364002677458
822.564360179844|977.002308317771|459.707203640008
821.136885790238|975.865804513643|458.752026724361
823.638749532235|975.636354993837|460.185669067468
823.349642880481|976.2363884501|459.567924383016
823.280468385463|976.662402961448|459.865153337951
823.268302075984|975.519261444477|459.030893553965
823.493837043188|976.008790243222|458.224576179707
821.512956163017|975.077243807603|459.547792308404
820.822792828416|975.80415240076|460.97422129013
821.892113293298|975.698463466567|460.466789493176
821.057736451689|977.882992676703|461.357964511585
822.677923114423|975.696410177772|460.299423949901
824.507775879538|977.186606489363|458.932816169277
820.970671020091|975.179003148021|459.609752828409
822.378799692616|976.162187757549|460.07956925067
824.82258880203|976.460506145338|460.632787045667
821.076295755007|975.01916426212|459.213145018719
823.614695201727|978.1690163028|460.031414933982
822.894338666577|975.135191314491|458.182960738257
821.349811698271|976.664854523642|459.849439926923
822.12529811335|976.116947207647|459.595344071562
823.703719949451|975.904075235601|457.054322694391
823.721702851012|976.111010244289|459.342079688473
820.894851238303|975.197443497783|460.711241929663
824.633191937604|977.283672699119|460.810139988941
823.985530685462|976.237966739374|457.167695192017
820.566588503873|975.654830033511|461.366886905683
821.844945088035|976.954037632179|461.405748970742
822.956045429948|977.130861226431|460.235065635627
822.773882822766|974.827000585168|457.964019615363
824.440596646304|976.064586204072|458.950623882653
820.639664999223|974.592616165776|458.883048769343
822.439205223278|977.982049272744|460.314449576265
821.323646189137|975.394404079858|460.180111897786
822.786802960596|978.699166852376|460.235065477464
822.539356284259|976.560006393948|458.093842724832
819.294502086562|976.949923663116|462.023646990124
821.990691025078|976.396051948425|460.251931735263
822.684834660939|977.078882494136|459.542481465728
821.401848284811|976.626469407324|462.072526468767
821.087106278785|975.634224508816|459.933904667046
824.524336507614|975.474957233275|459.624312395029
822.460612982351|975.753857347216|460.316818279219
821.211636946592|978.271924812113|461.167406975986
820.788640125036|976.33824283748|458.895537441248
821.93275288533|978.643022767021|459.928492080886
822.990562155854|977.250526344576|459.108776725646
821.900182410438|977.232329507156|460.169647875881
823.332635502606|975.014614367645|458.740585523543
822.196116889346|977.168060187869|459.345228675645
821.4479076898|976.809539820356|460.313816751565
821.772278657862|977.961546315789|461.062051622266
823.324701317412|976.991359565592|459.50629059436
822.350671016277|976.602651904806|459.909030831524
821.22833709153|976.175684964156|460.504079043933
821.764434917714|974.588001426678|459.705399482936
821.340778254107|977.010221402433|458.442550667744
822.531342164999|974.987615143835|458.0131165955
821.570750026566|977.451883159493|458.944952893554
824.090170750616|979.499836252546|460.139650326637
820.957812701931|976.823067703455|460.605363211977
822.445258223907|976.143663975563|459.073996096014
823.357425382683|978.218525779271|459.939694575088
822.258082688598|975.491022898028|460.766698134696
821.502820289351|976.274640129891|460.171802574495
823.555924317565|975.770392911051|458.442181901178
822.491456601149|976.230230581079|458.530239775491
820.373662916036|977.983504568419|462.463173265185
818.770961099236|976.324192285733|462.746874237569
822.206156957121|976.130149433286|461.389327944862
823.107980215772|975.42130685239|458.582313817161
820.056460937995|976.020463925815|461.661623080124
822.59937385417|974.982981322945|458.110367657495
821.964750931663|976.318150756084|460.273953895628
819.815629192358|977.250012688423|460.257434535869
824.701793487201|975.994238240257|457.823192762942
821.279912047428|974.568156543144|460.484056090009
822.269553550084|975.906856839726|459.145435299063
821.273793288392|975.214006887367|460.493847441013
822.446209609075|976.681104537662|458.955964548079
822.870851967172|976.480590329065|460.686902068185
822.395435842117|977.500392108485|460.132856743357
822.148299457794|976.19653518709|460.352765247881
821.958566897494|977.676278981241|458.93988647078
822.882511556616|974.818480737927|458.08777004149
823.768145248471|975.983067843662|457.976854403891
819.795836388994|977.218468496796|461.467608609061
823.315163485107|976.307898032429|460.490499014247
820.880668761961|977.425729769446|460.831860888024
821.575338753046|978.116486875261|459.756140082038
821.880789047984|975.539977382185|459.314803458497
823.58309801211|976.964239319592|459.021276835902
822.36439715033|977.938876328337|460.603193999168
821.148073627441|976.046030785048|460.282554464324
822.756300945387|975.927687032401|458.926475013142
822.988040662902|976.254797415606|458.950099985629
823.214883280602|975.769199791548|460.586000426239
821.050454073351|977.333757747697|461.475333134258
823.093832230725|977.373037121136|459.603599002496
824.773817454219|975.634860369392|458.454630493878
823.908242599724|975.055605289617|457.8295239594
822.208313545982|975.669059915106|459.542645436873
825.243070837414|975.871475665001|456.664896377647
823.636936055899|976.885637731894|457.634629155321
821.182667036743|977.097385743351|459.783144751747
822.573934200589|975.127734893138|459.481474285777
821.68148249663|976.540526803477|460.042378885898
823.324165715875|978.471876690264|459.203252890993
823.119829657071|978.66636167477|459.24337090029
821.41989389851|977.837508714469|459.187014047071
822.783949920274|978.04371993379|457.954656353362
821.829988957491|975.558437705068|460.399090664608
822.910634818444|975.833035216358|459.162870547256
823.460895487855|977.227825497757|459.755623866337
820.41670896383|977.68382400336|462.397321347826
822.568792835755|974.951166617431|459.175249750052
821.106810076506|975.907782196077|460.729655521041
823.55646595932|975.413892378885|459.103254402947
821.271448332352|977.415209320778|460.433887064034
823.419624591904|978.233869575655|460.077653220151
822.679053410932|976.765232817124|458.578863981388
820.916620906076|976.760841571887|462.046916407339
822.750294212977|976.856161567181|460.629724188176
821.467208697777|977.006639512792|459.707443686839
823.562247128013|976.380875585717|459.293787958569
822.203057534653|975.699683641457|460.447400629558
820.489635504417|976.592524702771|461.466455668883
822.320401754102|977.252397441531|461.203827901163
820.048289960229|977.745056248344|459.365786205406
820.437475350341|976.981753293559|460.817656701713
821.428476334698|977.482686276274|461.132939403106
822.410111188491|975.865011880889|459.198791281911
823.072842298324|976.911579126004|460.503960189023
821.914454818586|974.735425904301|460.516052367802
822.609948038145|976.778625425727|460.348095254912
823.155159872741|975.540174778954|459.708699252675
822.775607802232|975.969088658228|458.10984487154
825.4079875542|976.649059526479|458.947914950504
822.253360803006|976.653672120882|462.497069116335
824.764506596779|979.08721408967|458.741984698377
821.63307150949|976.471473901685|460.521642459758
821.56283309487|977.053460887459|460.61840593102
821.16839203449|974.691273131989|461.403524745471
820.618599925047|973.265822283095|459.397067747328
820.343267398592|976.35873318034|461.856744190084
818.331299745274|978.016560226545|462.442743906244
822.998042451078|976.419194620505|458.408533894192
820.6373558283|975.343033123586|459.463644016744
823.714992566217|976.901029188467|460.297575878108
822.032877214744|975.926403633246|460.236246951427
822.902591444048|975.726441831341|459.654518332888
823.442535024955|976.718053013161|459.704504670001
823.252651436684|977.029747308371|460.172524846847
822.18570094937|973.260067912706|459.591513890079
819.800192616739|979.555435301905|461.627493574744
823.637698224145|976.212364638407|458.17317940429
820.660109142642|977.315306166135|460.170062351704
823.204125427099|977.827174349293|460.075733643495
821.573249044413|974.597112853365|460.547018560172
822.291942112337|976.368695781334|459.484031836241
820.39845221247|978.207823643032|462.420729304762
821.741110086307|976.261732218181|460.469658871595
821.312265863047|976.259227966755|459.273326428659
822.811470021242|974.79933405237|459.810504039823
822.135722145953|976.954143417562|461.131823947535
824.121627595302|976.669662370561|458.949898157634
821.589703794499|978.021097759618|460.815743957725
823.880177976794|975.566987983699|457.232717356103
821.846199090989|975.398568550507|459.326408636078
823.161572218845|977.494725637456|460.218735500703
823.6989017824|977.989311874035|461.435546150908
822.698306655948|975.530751706675|460.78184402332
821.570024972245|976.07084374534|461.196850295792
823.245054877378|977.387015973931|460.053850672242
821.801267727462|977.62006284195|460.525859638932
822.041232630402|974.20469926877|459.784023513993
822.915749145035|977.046553618035|457.614145934822
823.908386656608|975.268788204951|458.588466352993
821.975959827091|976.571928829535|459.09855043675
822.133491261953|977.2393276252|460.668009888579
819.409706501698|976.53326351807|459.445302116915
821.873317747317|975.465570141677|460.357944491956
824.135474332831|976.44294566187|458.774978039192
822.939457035923|974.119056383001|459.761425000946
823.30101499614|975.517461369833|460.358636490794
820.738514201045|977.325280766711|463.047785820553
822.412413067669|978.30385784304|457.599501607252
823.999679870386|975.726420889044|459.662399112449
824.696667823438|976.918622261228|459.936819413571
822.535699897898|976.805529448086|458.987288490826
823.614814994022|977.054319193462|458.354138472759
822.287420806171|974.3792980083|459.291355987245
823.547808955726|976.479055942202|458.998523240553
820.968722453379|977.971610402254|460.58605324166
822.480045428557|978.12920138951|460.3239425926
820.874860690978|976.242485509592|459.532048726407
823.320048516079|977.05923342668|459.813734094665
823.607283080317|978.832065121489|460.849964947883
822.382844073698|977.760380676507|460.697275768789
820.493428424902|976.837338928583|459.411015155139
821.254210959702|978.91433119731|462.157398237244
819.950002452065|974.931899722037|460.896997364909
819.574419695518|976.898223705789|460.564125049011
820.232440576652|976.148233466921|460.785002105608
823.705822871039|976.569242703318|458.489552256248
822.467114092336|974.713340644453|460.109852211042
821.541475357114|975.358237626933|459.615822113086
822.838355387942|976.30010196158|459.899461914465
823.513490243277|976.988462050934|460.176353884188
822.612139448794|976.646732662622|459.492944564908
822.107075809947|977.217583488326|459.286951591051
821.640303536228|978.100848671805|459.187856871815
823.641341324768|975.771090971864|459.219976794775
820.974103807022|976.692152087986|460.317973949399
821.750357504505|978.469721827854|461.78451845579
822.192725158932|975.022704238247|458.7385543831
821.65318396241|976.717105786566|460.687771931572
821.455870437538|977.566152410808|460.914290603001
824.385490499544|975.829676533957|457.44561242676
820.256415244933|974.518974461843|459.793595234007
821.312614166343|978.739719414967|460.51146057977
822.696614683845|976.391880832097|460.372017017487
822.739338080262|976.839858316093|460.949400677434
823.245512225667|978.680716575489|460.702674998169
822.81747013038|977.199146578942|459.491437768202
823.48731352511|976.248083489167|458.185308357522
822.225367265811|975.708311249782|458.616797015945
821.400864973248|976.32629743279|462.019210502957
819.502763048723|978.739988806634|460.962500155499
823.871831586381|977.20146420865|459.610779291372
823.431359926992|976.586151004067|459.406761987059
820.121562374328|976.164332102543|462.35611077127
822.334707298032|976.377854512197|458.239759964877
820.438984216649|977.675300259214|461.030686505377
821.189469854269|977.602413215116|461.343038624856
821.572782962702|977.165989233967|460.790509644579
823.861224323078|976.353562132864|457.788193928316
821.192931291306|978.072545094507|460.295261580434
822.90596374831|976.475729639233|460.951518862833
821.593608053693|976.845166091825|459.853972419101
821.703895526418|978.329521107506|461.357957554722
823.904068090834|977.112619305575|458.570813932573
820.973301298744|976.791171627717|460.157404407459
822.335833993946|976.542029745381|460.403653701573
824.918310323955|975.27008893853|457.977251141255
823.329217202643|975.319832798903|458.492066148352
823.571816404881|975.698729385782|460.002116000915
822.004249021633|976.352927088084|459.185153172267
821.138149290392|974.766016190385|459.028550600464
822.924018388246|977.105395816364|460.95778849882
821.443453913761|974.244237237295|460.361938661161
822.884602983041|976.51222604184|460.07554194082
821.917264914142|975.92577007578|460.004938765756
820.761102426235|976.382726973611|460.58242900554
821.408992924367|978.46479573099|461.422131490833
824.456591567674|976.406913889193|459.719642583409
824.936636289841|976.596366809059|458.978644237508
822.40254533526|978.064290738856|460.047884855001
821.935109496048|977.35037341564|460.294329868913
821.956331630862|976.437297124443|458.303278272807
823.580157856449|977.133902014736|459.403550788532
822.197947412334|975.347950243059|460.392017616176
822.587168175006|977.192684572876|459.394382014698
822.4746860205|978.271196278659|459.613747794399
821.012245065232|977.107069417539|459.975836555626
821.726458932562|977.33013822175|459.947906853573
821.359132211472|974.756079329807|458.939593213083
823.191699696826|976.697533704247|459.331760447253
823.907898794091|976.962644088326|460.680570148395
821.80044014618|976.491114900334|460.458184918401
821.523251369266|976.674876865095|459.87018934969
823.002278771664|976.004668492368|459.282124384513
821.647611913246|976.214099974857|460.103958965471
825.424640134728|974.52133585033|458.239927003644
823.151850126748|977.088023976675|460.254503943608
824.699900295516|975.078859888969|458.831549422777
823.085484928141|977.255054601895|458.62551061424
822.544081920396|976.507019510353|460.213234882233
821.256527047521|976.715958948564|461.134159414762
823.523449232011|975.268120044972|458.759664244221
823.089439033669|977.063415234334|458.512301787646
821.722941275186|975.566507906108|459.266741481352
820.005360710474|976.944919870518|461.275701644408
823.622667576989|974.001756868028|457.471960828716
822.253133827158|976.313793012946|459.334671755119
821.261365060274|977.65549471822|461.747527813739
824.434656007615|976.749549971612|459.47191734742
821.046512700254|976.989135805004|460.230794922603
820.695208621311|975.432547881895|460.647147802738
823.597095240209|976.489398306281|459.747929711006
824.133221134969|977.583984923721|460.025189866264
820.85704989392|976.15105870003|460.835289954417
823.658239747385|975.807526794575|457.354591073683
821.902856415226|975.393040220262|459.642787375792
823.717476157727|976.487935962806|459.112027919961
822.0138048187|974.943294297629|460.453171662232
822.156753441513|977.244166078425|459.128554514461
821.767605832895|979.200777795662|462.554902115417
820.20194758456|977.231283409041|460.598754337856
821.341995846613|975.398390778353|458.79526172552
822.813127283334|975.552027310466|460.173958424968
824.855351694103|978.224369022889|460.575637629297
821.387345266167|976.369449216777|458.484381593088
823.327328777399|975.750699584513|460.242508087238
822.267513435996|976.774206468034|460.018063515792
821.347833363934|976.78399791189|461.450677922997
821.90563730069|978.238299927971|460.5017925768
823.181737791461|976.532687593177|460.504090249825
821.147976273284|975.095908578364|460.776789226211
822.927882770231|975.293692809565|459.050514955299
821.030024879533|977.086849002686|461.723257592159
823.254578946275|975.763295134477|458.222961990878
824.085332967548|975.886241438983|459.810924180105
822.739402581975|975.489359441811|459.078172200222
821.925980694586|978.131298157159|461.251426280622
822.5248028936|975.335828279608|458.884786451146
822.795582478657|978.39816342934|461.282769038623
821.797304560128|976.459494228756|460.962797082798
820.803474732467|976.48971377536|460.762458334639
821.845892756109|976.687423406464|461.315543548252
823.826923305788|977.889271048115|459.428540803642
822.035600786911|977.019022089147|460.03041791924
820.733737717315|978.08596082033|460.993057065818
823.64964143647|976.177895464262|458.946232806056
823.014129056261|976.50406768298|457.577929102532
820.689385109438|977.916751098617|461.485918100992
823.385912680811|974.323278764212|458.969618927852
821.550072342392|976.629169518708|460.39704428098
821.85679069004|976.002631960108|459.164868842628
821.791977726408|976.794453604424|460.291160088118
822.977245752685|976.824763999081|458.73569390633
822.35955171063|978.52737296361|461.501939186003
822.87183933428|976.689174213231|459.686776629324
823.248394231528|976.367429712247|458.378671705015
822.618090541175|976.898383278469|458.991361833733
823.466308271012|977.701709802423|459.327492577748
823.530210688224|978.695263462951|459.412493344211
822.983363441534|975.416483014336|459.647763744911
821.18062852561|975.011634382703|459.875649726145
821.818924726012|976.569514110379|460.171551006321
823.295741468645|976.12126240535|460.356535094015
819.374498623834|975.804857629665|460.3199851761
821.898102587875|978.153345389834|461.082260783529
822.688526248721|975.896875798584|459.915562786148
820.796483255808|975.674493348306|460.881073472395
824.542043662098|975.448789142073|458.1479657418
823.283743720571|977.429253172996|458.868066596811
822.48638484649|976.195714951624|459.004049499738
821.567068237437|978.353290735154|461.729803921994
820.739744429806|975.143449336917|459.228418862284
821.925463412014|977.835417936284|460.094445341174
824.016069391594|975.93308285835|458.856800210754
824.441998484749|977.474273807125|459.95727244796
822.791105687436|976.326258270574|459.348111345644
821.70298848592|975.523195984568|459.691763036775
822.860419951727|976.137281373176|459.664843727033
823.270774126945|976.539297224929|458.917871395792
820.197066359274|976.851341636181|459.524749309711
823.02922652214|975.398515633201|459.653790955229
822.02480835198|976.841925877437|458.792501429929
821.325511705807|979.239501480274|458.457353563483
821.994365598699|977.704564455826|456.808978888949
819.746578124216|977.229392690566|461.023003159481
823.554198996781|975.696505840912|459.659787137049
822.283152392081|976.795593293053|459.69021392974
823.402762341724|974.233248318734|459.113195232579
823.195133102367|976.532274016656|459.134210997717
821.881451864199|974.415109561997|459.386794931999
822.08764166385|976.348929579816|459.418679682031
822.937995938626|977.636275492309|461.106257835628
822.537025021368|976.529285712114|459.52362431605
823.519305139724|975.730457866646|458.979037794126
822.177383627042|977.562793811293|460.280835820596
823.062079781972|976.426253696634|458.686604262616
820.757664861277|976.26488426881|460.028237038387
820.365912501964|974.644107777974|460.280201954331
819.911040347719|977.556740873712|462.645747150099
821.54495641339|977.114936605751|459.890945760102
822.418019489995|975.587818732008|459.657821178265
821.787563601671|977.02472808131|460.31097856413
824.802641833721|974.653504365334|459.13144623567
821.516790348433|976.93261352802|460.020560579329
820.79396766529|977.140171476176|462.080532215012
821.296199902121|976.976864322778|461.987520742414
823.100242532461|976.923481719702|460.420277614746
821.683864042601|975.769630856581|459.128285267383
820.837227225631|977.572098626916|460.325096101056
822.403737499537|978.019097205108|459.890813607364
821.641390180861|976.094340582337|459.339273380779
821.793737973148|975.605760848126|460.411595953117
822.419953962251|975.752410608751|460.15256059177
824.484930385623|977.336145907525|458.101158316991
821.098331914198|979.297090377511|462.128264930985
822.763664620014|977.151593524101|459.878032987281
822.884518013604|975.942845269786|458.351472217668
822.810877814352|977.456632230637|459.72855550292
823.041087388797|978.682476875466|459.217982641659
822.474873169135|975.886781196419|460.186576461063
823.48711298962|978.290538276357|460.767297407014
825.775595683616|976.776240666363|457.437022144779
821.661743735841|976.83283837247|458.947473721796
822.121207349|976.703951612075|461.272727662959
822.799978666833|977.13589340618|460.424901351743
823.319317146216|977.491329341919|459.34179252714
821.125815437527|978.112090075687|460.048759735085
824.223441665645|974.294240810436|458.849708056092
821.449943828416|976.182390101538|459.210673262721
821.225709772972|976.520902867314|459.371857220319
822.096730840431|976.726025658959|459.625563804788
821.88760119077|976.248241171947|460.862340315347
823.477367282088|976.997406976003|460.469803877028
822.453277460486|974.949580316643|460.515950088319
823.30598815669|975.677359393593|459.728643157701
819.826222198005|977.712243682339|460.040464692311
823.483085362884|978.068090373034|458.946438264296
